"","Borough","Neighborhood","ZipCode","Year","NewBusinesses","TotalNewBiz","MedianPrice","PriceChange"
"341","Brooklyn","Flatbush","11225",2013,4,127,754100,0.0657150932730357
"342","Brooklyn","Flatbush","11225",2014,23,201,851600,0.203504804974562
"343","Brooklyn","Flatbush","11225",2015,18,186,1154200,0.631147540983606
"344","Brooklyn","Flatbush","11225",2016,6,178,1385200,0.9576031656303
"345","Brooklyn","Flatbush","11225",2017,21,218,1275700,0.802854720180893
"346","Brooklyn","Flatbush","11226",2008,6,82,470900,-0.100821080771434
"347","Brooklyn","Flatbush","11226",2009,8,65,417500,-0.202787855642543
"348","Brooklyn","Flatbush","11226",2010,9,100,385100,-0.264655337025014
"349","Brooklyn","Flatbush","11226",2011,6,95,419200,-0.19954172236013
"350","Brooklyn","Flatbush","11226",2012,12,123,449700,-0.141302272293298
"351","Brooklyn","Flatbush","11226",2013,14,188,448100,-0.144357456559099
"352","Brooklyn","Flatbush","11226",2014,14,226,535700,0.0229138819935077
"353","Brooklyn","Flatbush","11226",2015,20,217,604000,0.153332060339889
"354","Brooklyn","Flatbush","11226",2016,22,228,637700,0.217681878938323
"355","Brooklyn","Flatbush","11226",2017,16,254,717100,0.3692953981287
"356","Brooklyn","East New York and New Lots","11208",2008,8,54,356100,-0.0908858820525913
"357","Brooklyn","East New York and New Lots","11208",2009,3,48,315700,-0.194026040336993
"358","Brooklyn","East New York and New Lots","11208",2010,7,70,301800,-0.229512381924943
"359","Brooklyn","East New York and New Lots","11208",2011,5,69,264800,-0.323972427878478
"360","Brooklyn","East New York and New Lots","11208",2012,5,82,293500,-0.250702067909114
"361","Brooklyn","East New York and New Lots","11208",2013,11,107,320000,-0.183048251212663
"362","Brooklyn","East New York and New Lots","11208",2014,11,152,343200,-0.123819249425581
"363","Brooklyn","East New York and New Lots","11208",2015,10,197,339700,-0.132754659177942
"364","Brooklyn","East New York and New Lots","11208",2016,12,208,393100,0.00357416390094456
"365","Brooklyn","East New York and New Lots","11208",2017,26,230,427500,0.0913964768955833
"366","Brooklyn","Greenpoint","11211",2008,22,394,582700,-0.0165400843881857
"367","Brooklyn","Greenpoint","11211",2009,25,327,531900,-0.102278481012658
"368","Brooklyn","Greenpoint","11211",2010,40,379,513600,-0.133164556962025
"369","Brooklyn","Greenpoint","11211",2011,44,478,564900,-0.0465822784810127
"370","Brooklyn","Greenpoint","11211",2012,63,539,610700,0.0307172995780591
"371","Brooklyn","Greenpoint","11211",2013,53,675,727900,0.228523206751055
"372","Brooklyn","Greenpoint","11211",2014,85,903,881100,0.487088607594937
"373","Brooklyn","Greenpoint","11211",2015,108,921,897400,0.514599156118144
"374","Brooklyn","Greenpoint","11211",2016,68,880,918900,0.550886075949367
"375","Brooklyn","Greenpoint","11211",2017,64,798,971900,0.640337552742616
"376","Brooklyn","Greenpoint","11222",2008,6,112,537800,-0.0223595709870933
"377","Brooklyn","Greenpoint","11222",2009,11,128,530600,-0.0354481003453917
"378","Brooklyn","Greenpoint","11222",2010,10,117,486400,-0.115797127794946
"379","Brooklyn","Greenpoint","11222",2011,13,157,527100,-0.0418105798945646
"380","Brooklyn","Greenpoint","11222",2012,11,190,602400,0.0950736229776403
"381","Brooklyn","Greenpoint","11222",2013,16,229,722600,0.313579349209235
"382","Brooklyn","Greenpoint","11222",2014,29,293,837000,0.5215415379022
"383","Brooklyn","Greenpoint","11222",2015,15,251,998000,0.814215597164152
"384","Brooklyn","Greenpoint","11222",2016,12,283,996900,0.812215960734412
"385","Brooklyn","Greenpoint","11222",2017,14,294,988100,0.796218869296492
"386","Brooklyn","Bushwick and Williamsburg","11206",2008,9,91,413200,0.104517508687517
"387","Brooklyn","Bushwick and Williamsburg","11206",2009,13,90,385400,0.0302058273188988
"388","Brooklyn","Bushwick and Williamsburg","11206",2010,14,123,341000,-0.0884790163058006
"389","Brooklyn","Bushwick and Williamsburg","11206",2011,16,136,461900,0.234696605185779
"390","Brooklyn","Bushwick and Williamsburg","11206",2012,12,170,411200,0.099171344560278
"391","Brooklyn","Bushwick and Williamsburg","11206",2013,24,245,454900,0.215985030740444
"392","Brooklyn","Bushwick and Williamsburg","11206",2014,32,283,519500,0.388666132050254
"393","Brooklyn","Bushwick and Williamsburg","11206",2015,24,307,539500,0.442127773322641
"394","Brooklyn","Bushwick and Williamsburg","11206",2016,20,310,571300,0.527131782945736
"395","Brooklyn","Bushwick and Williamsburg","11206",2017,25,345,664800,0.777064955894146
"396","Brooklyn","Bushwick and Williamsburg","11221",2008,3,53,459200,-0.0674248578391552
"397","Brooklyn","Bushwick and Williamsburg","11221",2009,7,48,391400,-0.205117790414297
"398","Brooklyn","Bushwick and Williamsburg","11221",2010,6,68,356200,-0.276604386677498
"399","Brooklyn","Bushwick and Williamsburg","11221",2011,2,76,357500,-0.273964256701868
"400","Brooklyn","Bushwick and Williamsburg","11221",2012,9,93,438200,-0.110073111291633
"401","Brooklyn","Bushwick and Williamsburg","11221",2013,11,149,516400,0.0487408610885458
"402","Brooklyn","Bushwick and Williamsburg","11221",2014,16,240,652900,0.325954508529651
"403","Brooklyn","Bushwick and Williamsburg","11221",2015,17,275,804800,0.634443541835906
"404","Brooklyn","Bushwick and Williamsburg","11221",2016,23,256,778500,0.581031681559708
"405","Brooklyn","Bushwick and Williamsburg","11221",2017,20,279,894300,0.816206336311942
"406","Manhattan","Central Harlem","10026",2008,3,55,611600,-0.0923122588305135
"407","Manhattan","Central Harlem","10026",2009,5,51,553400,-0.17868803799347
"408","Manhattan","Central Harlem","10026",2010,2,57,585300,-0.131344612644702
"409","Manhattan","Central Harlem","10026",2011,6,62,571800,-0.151380231522707
"410","Manhattan","Central Harlem","10026",2012,6,72,591400,-0.122291481151677
"411","Manhattan","Central Harlem","10026",2013,4,83,710300,0.054170376966459
"412","Manhattan","Central Harlem","10026",2014,16,121,809200,0.200949836746809
"413","Manhattan","Central Harlem","10026",2015,12,121,845400,0.254674977738201
"414","Manhattan","Central Harlem","10026",2016,11,119,923000,0.36984268328881
"415","Manhattan","Central Harlem","10026",2017,12,135,941700,0.397595725734639
"416","Manhattan","Central Harlem","10027",2008,10,68,724400,-0.0533193936225823
"417","Manhattan","Central Harlem","10027",2009,9,66,618900,-0.191191845269211
"418","Manhattan","Central Harlem","10027",2010,9,80,612300,-0.199817041296393
"419","Manhattan","Central Harlem","10027",2011,5,92,641700,-0.161395713538944
"420","Manhattan","Central Harlem","10027",2012,7,90,652800,-0.146889702038683
"421","Manhattan","Central Harlem","10027",2013,11,125,738600,-0.034762153685311
"422","Manhattan","Central Harlem","10027",2014,15,163,822000,0.0742289597490853
"423","Manhattan","Central Harlem","10027",2015,20,165,945400,0.235493988499739
"424","Manhattan","Central Harlem","10027",2016,7,140,951100,0.242943021432305
"425","Manhattan","Central Harlem","10027",2017,14,161,1086400,0.419759539989545
"426","Manhattan","Central Harlem","10030",2008,3,36,544600,-0.0610344827586207
"427","Manhattan","Central Harlem","10030",2009,5,27,491100,-0.153275862068965
"428","Manhattan","Central Harlem","10030",2010,5,27,482400,-0.168275862068965
"429","Manhattan","Central Harlem","10030",2011,1,29,547500,-0.0560344827586207
"430","Manhattan","Central Harlem","10030",2012,5,35,523600,-0.0972413793103448
